type;constellation;names;nicknames;ra;dec;mag_v;mag_b;major_axis;minor_axis;angle
g;cvn;NGC4619;;12:41:44.55;35:03:46.00;13.50;13.46;1.37;1.33;0
g;vir;NGC4620;;12:41:59.36;12:56:34.00;;13.38;1.60;1.45;52
g;vir;NGC4621|M59;;12:42:02.24;11:38:49.30;9.56;10.57;4.55;3.21;165
g;cen;NGC4622;;12:42:37.62;-40:44:39.20;13.01;13.98;1.81;1.56;9
g;cen;NGC4622A;;12:43:49.11;-40:42:52.60;;14.68;0.70;0.58;119
g;cen;NGC4622B;;12:43:50.61;-40:43:02.90;;15.27;1.15;0.77;68
g;vir;NGC4623;;12:42:10.69;07:40:37.00;;13.14;2.23;0.74;175
g;cvn;NGC4625|IC3675;;12:41:52.72;41:16:26.30;12.46;13.03;1.41;1.06;27
g;vir;NGC4626;;12:42:25.31;-7:02:39.40;;13.71;1.63;0.49;39
g;cvn;NGC4627;;12:41:59.68;32:34:24.80;12.48;13.01;2.36;1.66;21
g;vir;NGC4628;;12:42:25.26;-6:58:15.60;14.50;13.95;1.64;0.57;46
g;vir;NGC4629;;12:42:32.67;-1:21:02.40;;13.90;1.03;0.71;90
g;vir;NGC4630;;12:42:31.13;03:57:36.90;;13.04;1.66;1.21;10
g;cvn;NGC4631;Whale Galaxy;12:42:08.01;32:32:29.40;9.24;9.47;14.45;2.20;86
g;vir;NGC4632;;12:42:32.03;00:04:57.40;11.86;12.27;2.56;0.98;59
g;com;NGC4633|IC3688;;12:42:37.38;14:21:25.90;13.12;13.75;1.77;0.75;33
g;com;NGC4634;;12:42:40.96;14:17:45.00;12.33;13.04;2.47;0.60;156
g;com;NGC4635;;12:42:39.24;19:56:43.10;13.00;13.24;1.94;1.40;178
g;vir;NGC4636;;12:42:49.83;02:41:16.00;9.99;10.04;6.35;4.70;150
g;vir;NGC4637;;12:42:54.10;11:26:17.80;;14.89;1.29;0.71;91
g;vir;NGC4638|NGC4667;;12:42:47.42;11:26:33.00;11.12;12.06;2.31;1.50;123
g;vir;NGC4639;;12:42:52.39;13:15:26.60;11.60;12.08;2.87;1.88;138
g;vir;NGC4640;;12:42:57.77;12:17:13.10;;14.17;1.61;0.89;53
g;vir;NGC4641;;12:43:07.66;12:03:04.30;;13.72;1.28;1.05;172
g;vir;NGC4642;;12:43:17.78;00:38:39.30;;13.81;1.55;0.53;27
g;vir;NGC4643;;12:43:20.14;01:58:41.80;10.65;11.22;2.24;1.75;132
g;uma;NGC4644;;12:42:42.66;55:08:43.80;13.84;14.60;1.51;0.63;51
g;cen;NGC4645;;12:44:09.99;-41:44:59.80;11.83;12.88;1.97;0.89;46
g;cen;NGC4645A;;12:43:05.57;-41:21:32.10;12.39;13.46;3.03;0.97;30
g;cen;NGC4645B;;12:43:31.18;-41:21:45.10;12.99;13.48;2.16;0.89;158
g;uma;NGC4646;;12:42:52.12;54:51:21.60;13.31;14.33;0.63;0.28;17
g;vir;NGC4647;;12:43:32.31;11:34:54.70;11.60;11.60;2.75;2.36;139
g;dra;NGC4648;;12:41:44.39;74:25:15.40;12.03;12.95;1.41;1.16;73
g;vir;NGC4649|M60;;12:43:39.98;11:33:09.70;8.79;9.79;6.78;5.45;105
g;cen;NGC4650;;12:44:19.59;-40:43:54.50;11.80;12.71;3.05;2.04;111
g;cen;NGC4650A;;12:44:49.06;-40:42:51.50;13.58;13.92;1.46;0.33;172
g;com;NGC4651;;12:43:42.63;16:23:36.20;10.82;11.37;3.87;2.58;77
g;uma;NGC4652;;12:43:19.75;58:57:53.60;;15.34;1.10;0.38;40
g;vir;NGC4653;;12:43:50.91;00:33:40.40;12.36;12.78;2.31;2.08;17
g;vir;NGC4654;;12:43:56.58;13:07:36.00;10.49;11.09;4.72;2.49;123
g;cvn;NGC4655;;12:43:36.49;41:01:06.70;;14.77;0.86;0.79;10
gpair;cvn;NGC4656;Hockey Stick Galaxy|Crowbar Galaxy|Fish Hook Galaxy;12:43:57.73;32:10:05.30;;;8.00;;
g;cvn;NGC4656 NED01;;12:43:57.67;32:10:12.90;10.47;9.82;6.46;0.66;36
g;cvn;NGC4657|NGC4656 NED02;;12:44:07.10;32:12:31.50;;14.50;1.86;0.63;71
g;vir;NGC4658;;12:44:37.79;-10:04:59.20;12.43;12.94;1.38;0.86;3
g;com;NGC4659;;12:44:29.39;13:29:54.80;;12.96;1.75;1.24;176
g;vir;NGC4660;;12:44:31.98;11:11:25.90;11.27;12.05;2.09;1.57;100
g;cen;NGC4661|NGC4650B;;12:45:14.95;-40:49:27.30;;14.65;1.17;0.41;116
g;cvn;NGC4662;;12:44:26.20;37:07:16.40;12.78;13.53;1.83;1.48;60
g;vir;NGC4663|IC0811;;12:44:47.05;-10:11:52.20;;14.01;1.07;0.85;170
g;vir;NGC4664|NGC4624|NGC4665;;12:45:05.99;03:03:20.80;10.50;11.12;4.52;4.52;5
g;vir;NGC4666;;12:45:08.59;00:27:42.80;10.75;11.46;4.97;1.97;40
g;vir;NGC4668;;12:45:31.99;00:32:08.60;13.10;13.55;1.59;0.92;3
g;uma;NGC4669;;12:44:46.74;54:52:32.40;13.18;14.12;1.53;0.38;2
g;com;NGC4670;;12:45:17.07;27:07:31.50;12.76;13.15;0.97;0.83;90
g;vir;NGC4671;;12:45:47.63;-7:04:10.90;;13.52;1.69;1.26;138
g;cen;NGC4672;;12:46:15.75;-41:42:21.50;14.25;14.04;2.06;0.50;59
g;com;NGC4673;;12:45:34.67;27:03:39.00;;14.78;1.07;0.84;171
g;vir;NGC4674;;12:46:03.47;-8:39:19.60;;13.96;1.79;0.70;105
g;uma;NGC4675;;12:45:31.89;54:44:15.40;;14.84;1.34;0.43;92
gpair;com;NGC4676;;12:46:10.70;30:43:38.00;;;3.00;;
g;com;NGC4676A|IC0819;;12:46:10.11;30:43:54.90;;14.53;2.16;1.26;179
g;com;NGC4676B|NGC4676S|IC0820;;12:46:11.24;30:43:21.90;;14.33;0.98;0.66;169
g;cen;NGC4677;;12:46:57.13;-41:34:57.10;12.81;13.89;1.49;0.84;166
g;vir;NGC4678|IC0824;;12:49:41.85;-4:34:47.00;;14.26;0.97;0.51;85
g;cen;NGC4679;;12:47:30.25;-39:34:15.10;13.52;14.56;2.43;0.88;5
g;vir;NGC4680;;12:46:54.71;-11:38:13.40;;13.23;1.36;0.76;40
g;cen;NGC4681;;12:47:28.81;-43:20:05.30;;13.44;1.40;1.17;171
g;vir;NGC4682;;12:47:15.49;-10:03:48.40;;13.12;2.58;1.19;86
g;cen;NGC4683;;12:47:42.37;-41:31:41.80;12.84;13.92;1.44;1.33;130
g;vir;NGC4684;;12:47:17.52;-2:43:38.70;11.55;12.16;2.97;0.96;18
g;com;NGC4685;;12:47:11.44;19:27:51.70;;13.63;1.59;0.87;155
g;uma;NGC4686;;12:46:39.88;54:32:03.40;12.59;13.60;1.92;0.67;2
g;cvn;NGC4687;;12:47:23.77;35:21:07.40;13.01;14.01;0.96;0.90;95
g;vir;NGC4688;;12:47:46.52;04:20:09.80;;12.92;3.72;3.42;35
g;com;NGC4689;;12:47:45.56;13:45:46.10;10.93;11.55;3.82;2.86;163
g;vir;NGC4690;;12:47:55.52;-1:39:21.80;;13.57;1.60;1.14;150
g;vir;NGC4691;;12:48:13.63;-3:19:57.80;10.99;11.52;3.03;2.46;28
g;com;NGC4692;;12:47:55.32;27:13:20.50;12.65;13.70;1.00;0.94;85
g;dra;NGC4693;;12:47:09.17;71:10:34.10;;13.95;1.00;0.56;34
g;vir;NGC4694;;12:48:15.08;10:59:01.00;12.52;12.21;2.00;1.11;135
g;uma;NGC4695|IC3791;;12:47:32.11;54:22:29.40;13.38;13.96;1.12;0.65;79
g;cen;NGC4696;;12:48:49.25;-41:18:39.00;10.30;11.59;3.85;2.56;88
g;cen;NGC4696A;;12:46:55.62;-41:29:48.30;;14.56;1.74;0.57;174
g;cen;NGC4696B;;12:47:21.78;-41:14:15.00;12.71;13.79;1.33;0.81;40
g;cen;NGC4696C;;12:48:02.66;-40:49:06.80;;14.65;2.30;0.37;140
g;cen;NGC4696D;;12:48:21.66;-41:42:50.50;;13.98;1.38;0.54;129
g;cen;NGC4696E;;12:48:26.12;-40:56:11.40;;14.55;1.41;0.71;178
g;vir;NGC4697;Olive Galaxy;12:48:35.88;-5:48:02.70;9.37;10.25;7.14;4.16;83
g;vir;NGC4698;;12:48:22.91;08:29:14.60;10.65;11.48;3.81;1.55;170
g;vir;NGC4699;;12:49:02.23;-8:39:53.50;9.53;10.38;3.99;3.02;35
g;vir;NGC4700;;12:49:08.15;-11:24:35.50;12.21;12.18;2.72;0.47;51
g;vir;NGC4701;;12:49:11.59;03:23:19.40;12.37;12.79;1.74;1.28;39
g;com;NGC4702;;12:49:01.49;27:10:44.90;;16.04;0.58;0.33;176
g;vir;NGC4703;;12:49:18.97;-9:06:30.30;;13.58;1.70;0.41;155
g;cvn;NGC4704;;12:48:46.43;41:55:16.50;13.69;14.53;1.01;0.95;40
g;vir;NGC4705;;12:49:24.97;-5:11:45.10;12.60;12.83;3.65;1.09;106
g;cen;NGC4706;;12:49:54.15;-41:16:46.40;12.88;13.94;1.47;0.75;26
g;cvn;NGC4707;;12:48:22.87;51:09:52.90;12.97;13.46;2.19;2.00;25
g;vir;NGC4708;;12:49:41.48;-11:05:34.90;;13.92;1.25;0.91;30
g;cen;NGC4709;;12:50:03.88;-41:22:55.10;11.10;12.09;3.09;1.51;107
g;com;NGC4710;;12:49:38.83;15:09:55.60;10.71;11.60;4.39;1.13;26
g;cvn;NGC4711|IC3804;;12:48:45.87;35:19:57.70;;14.27;1.21;0.68;41
g;com;NGC4712;;12:49:34.22;25:28:11.80;13.01;13.53;1.56;0.75;162
g;vir;NGC4713;;12:49:57.87;05:18:41.10;11.73;12.20;1.66;1.52;50
g;crv;NGC4714;;12:50:19.25;-13:19:27.60;;14.24;2.00;1.11;152
g;com;NGC4715;;12:49:57.88;27:49:20.70;;15.12;1.34;0.99;18
g;vir;NGC4716;;12:50:33.11;-9:27:04.00;;13.66;1.13;0.85;94
g;vir;NGC4717;;12:50:34.39;-9:27:46.90;;14.08;1.61;0.68;2
g;vir;NGC4718;;12:50:32.64;-5:16:54.90;;14.30;2.02;0.70;97
g;cvn;NGC4719;;12:50:08.72;33:09:32.90;;14.04;1.42;1.25;159
g;vir;NGC4720;;12:50:42.78;-4:09:21.00;;14.18;1.23;0.73;107
g;com;NGC4721;;12:50:19.92;27:19:26.40;;15.08;0.84;0.24;113
g;crv;NGC4722|IC3833;;12:51:32.39;-13:19:48.10;;13.68;1.98;0.69;32
g;crv;NGC4723;;12:51:02.91;-13:14:11.80;;15.38;1.02;0.55;43
g;crv;NGC4724;;12:50:53.84;-14:19:54.70;;13.70;0.95;0.54;95
g;com;NGC4725;;12:50:26.58;25:30:02.90;9.38;9.92;9.71;7.10;36
g;crv;NGC4726;;12:50:46.06;-14:16:06.80;;15.47;1.10;0.24;76
g;crv;NGC4727|NGC4740;;12:50:57.24;-14:19:58.60;12.22;12.75;2.70;1.54;127
g;com;NGC4728|NGC4728A;;12:50:28.08;27:26:05.70;;15.32;0.78;0.60;107
g;cen;NGC4729;;12:51:46.28;-41:07:56.20;12.48;13.56;1.97;0.90;145
g;cen;NGC4730;;12:52:00.47;-41:08:50.30;;14.03;1.28;1.05;28
g;vir;NGC4731;;12:51:01.09;-6:23:35.00;11.42;11.88;6.32;2.14;97
g;uma;NGC4732;;12:50:07.10;52:51:00.40;;14.92;1.21;0.56;8
g;vir;NGC4733;;12:51:06.78;10:54:43.50;11.76;12.61;1.97;1.82;70
g;vir;NGC4734;;12:51:12.89;04:51:32.60;;14.26;0.97;0.80;60
g;com;NGC4735;;12:51:01.73;28:55:40.70;14.57;15.17;0.66;0.51;117
g;cvn;NGC4736|M94;Croc's Eye Galaxy|Cat's Eye Galaxy;12:50:53.06;41:07:13.60;8.24;8.71;7.74;6.68;105
g;cvn;NGC4737;;12:50:52.94;34:09:24.70;;14.85;1.36;0.97;49
g;com;NGC4738;;12:51:08.90;28:47:17.00;13.44;14.26;1.82;0.26;33
g;vir;NGC4739;;12:51:37.08;-8:24:36.80;;14.18;1.50;1.37;115
g;cvn;NGC4741;;12:50:59.52;47:40:17.60;;14.38;1.17;0.76;171
g;vir;NGC4742;;12:51:48.04;-10:27:17.00;11.20;12.10;2.14;1.39;76
g;cen;NGC4743;;12:52:15.98;-41:23:26.40;13.31;13.95;1.73;0.66;176
g;cen;NGC4744;;12:52:19.60;-41:03:36.10;12.59;13.72;2.45;0.95;126
g;com;NGC4745;;12:51:26.16;27:25:16.60;15.16;16.14;0.61;0.56;25
g;vir;NGC4746;;12:51:55.36;12:04:58.70;;13.33;2.03;0.42;120
g;com;NGC4747;;12:51:45.95;25:46:37.50;12.38;12.99;2.09;1.00;33
g;crv;NGC4748;;12:52:12.46;-13:24:53.00;14.03;14.27;1.27;0.82;66
g;dra;NGC4749;;12:51:11.97;71:38:12.20;;14.11;1.59;0.53;156
g;dra;NGC4750;;12:50:07.27;72:52:28.70;12.10;11.79;2.40;2.06;142
g;cen;NGC4751;;12:52:50.79;-42:39:35.70;;13.00;1.66;0.63;175
g;com;NGC4752;;12:51:29.07;13:46:54.50;;15.27;0.95;0.45;153
g;vir;NGC4753;;12:52:22.11;-1:11:58.90;9.66;10.57;6.49;3.06;86
g;vir;NGC4754;;12:52:17.50;11:18:50.00;10.48;11.40;4.16;1.95;22
cl;cru;NGC4755;Jewel Box Cluster;12:53:37.08;-60:21:22.70;;;7.80;;
g;crv;NGC4756;;12:52:52.63;-15:24:47.80;12.22;13.31;2.28;1.56;47
g;vir;NGC4757;;12:52:50.09;-10:18:36.80;;14.54;0.80;0.26;58
g;com;NGC4758;;12:52:44.05;15:50:54.70;;13.41;2.75;0.77;159
gpair;vir;NGC4759;;12:53:05.20;-9:12:08.00;;;1.60;;
g;vir;NGC4760;;12:53:07.23;-10:29:39.10;11.58;12.49;2.57;2.01;9
g;vir;NGC4761;;12:53:09.81;-9:11:52.10;;14.85;1.55;0.65;168
g;vir;NGC4762;;12:52:56.05;11:13:50.90;10.17;11.03;8.26;3.52;32
g;crv;NGC4763;;12:53:27.22;-17:00:19.90;12.49;13.23;1.86;1.16;105
g;vir;NGC4764;;12:53:06.63;-9:15:27.50;;15.99;0.46;0.37;78
g;vir;NGC4765;;12:53:14.41;04:27:47.20;12.98;13.39;1.16;0.85;80
g;vir;NGC4766;;12:53:08.17;-10:22:41.50;;15.35;0.98;0.23;129
g;cen;NGC4767;;12:53:52.95;-39:42:51.50;11.51;12.52;2.82;1.39;141
g;cen;NGC4767A;;12:53:01.48;-39:50:06.90;;16.40;0.59;0.27;110
g;cen;NGC4767B;;12:54:45.03;-39:51:08.20;;13.93;1.47;1.17;96
g;vir;NGC4770;;12:53:32.15;-9:32:29.40;;13.78;1.73;1.11;88
g;vir;NGC4771;;12:53:21.22;01:16:08.70;;12.73;3.10;0.98;133
g;vir;NGC4772;;12:53:29.16;02:10:06.20;11.34;11.89;4.12;2.00;155
g;vir;NGC4773;;12:53:36.01;-8:38:19.50;;13.67;0.85;0.52;77
gpair;cvn;NGC4774;Kidney Bean Galaxy;12:53:06.20;36:49:22.00;;;1.20;;
g;cvn;NGC4774 NED01;;12:53:06.02;36:49:34.80;;17.16;0.40;0.27;143
g;cvn;NGC4774 NED02;;12:53:06.59;36:49:08.60;14.34;14.82;0.60;0.35;125
g;vir;NGC4775;;12:53:45.70;-6:37:19.80;11.56;11.53;2.22;1.96;59
g;vir;NGC4776|NGC4759 NED01;;12:53:04.46;-9:11:59.70;;14.03;1.96;1.08;65
g;vir;NGC4777;;12:53:58.54;-8:46:32.60;;14.02;1.84;0.79;8
g;vir;NGC4778|NGC4759 NED02;;12:53:05.81;-9:12:13.80;;13.49;2.69;2.09;120
g;vir;NGC4779;;12:53:50.84;09:42:36.20;;13.07;1.86;1.31;54
g;vir;NGC4780;;12:54:05.23;-8:37:16.00;;13.51;1.96;0.50;173
g;vir;NGC4780A;;12:54:03.04;-8:39:13.70;;15.96;0.74;0.25;26
g;vir;NGC4781;;12:54:23.75;-10:32:13.90;11.39;11.46;3.66;1.48;120
g;crv;NGC4782;;12:54:35.72;-12:34:07.10;12.75;12.22;1.48;0.87;171
g;crv;NGC4783;;12:54:36.59;-12:33:28.20;12.80;12.73;1.41;0.69;134
g;vir;NGC4784;;12:54:37.02;-10:36:47.00;;14.35;1.67;0.41;103
g;cen;NGC4785;;12:53:27.33;-48:44:57.10;12.09;13.20;2.04;0.97;80
g;vir;NGC4786;;12:54:32.42;-6:51:33.90;11.71;12.71;1.98;1.51;171
g;com;NGC4787;;12:54:05.52;27:04:07.10;;15.36;1.02;0.32;1
g;com;NGC4788;;12:54:16.03;27:18:13.30;;15.20;0.91;0.32;141
g;com;NGC4789;;12:54:19.02;27:04:04.90;12.06;13.08;1.66;1.12;174
g;com;NGC4789A;;12:54:05.25;27:08:58.70;13.92;14.11;1.90;1.24;37
g;vir;NGC4790;;12:54:51.94;-10:14:52.20;;12.41;1.69;0.93;87
g;vir;NGC4791;;12:54:43.95;08:03:11.20;;14.94;1.06;0.70;66
g;crv;NGC4792;;12:55:03.68;-12:29:49.80;15.00;15.09;0.85;0.42;143
g;com;NGC4793;;12:54:40.62;28:56:19.20;11.64;12.30;1.82;0.94;54
g;crv;NGC4794;;12:55:10.50;-12:36:30.50;13.00;14.60;1.12;0.51;151
g;vir;NGC4795;;12:55:02.86;08:03:55.80;;12.76;2.16;1.42;119
g;vir;NGC4796;;12:55:04.69;08:03:58.40;;15.35;1.80;1.73;110
g;com;NGC4797|NGC4798;;12:54:55.17;27:24:45.70;13.16;14.19;1.15;0.85;34
g;vir;NGC4799;;12:55:15.53;02:53:47.90;;13.80;1.44;0.62;91
g;cvn;NGC4800;;12:54:37.80;46:31:52.20;;12.32;1.65;1.16;21
g;uma;NGC4801;;12:54:37.77;53:05:24.00;;15.15;1.35;0.67;138
g;crv;NGC4802|NGC4804;;12:55:49.64;-12:03:19.10;11.34;12.29;2.64;2.30;18
g;vir;NGC4803;;12:55:33.68;08:14:25.50;;14.95;0.76;0.42;15
g;hya;NGC4806;;12:56:12.40;-29:30:10.60;;13.45;1.35;1.15;52
g;com;NGC4807;;12:55:29.10;27:31:17.10;13.49;14.49;0.88;0.65;22
g;vir;NGC4808;;12:55:48.95;04:18:14.80;11.79;12.39;2.36;0.93;127
g;vir;NGC4809;;12:54:51.06;02:39:14.70;13.78;14.30;1.58;0.64;65
g;vir;NGC4810;;12:54:51.20;02:38:25.00;;14.71;0.86;0.43;167
g;cen;NGC4811;;12:56:52.36;-41:47:49.90;;14.49;1.32;0.89;40
g;cen;NGC4812;;12:56:52.70;-41:48:48.00;;14.23;1.50;0.63;34
g;vir;NGC4813;;12:56:36.12;-6:49:04.20;;14.15;1.59;0.86;26
g;uma;NGC4814;;12:55:21.94;58:20:38.80;12.03;12.83;2.75;2.00;128
cl;mus;NGC4815;;12:57:58.37;-64:57:42.30;8.60;9.61;3.90;;
g;com;NGC4816;;12:56:12.15;27:44:43.70;12.68;13.64;1.38;0.63;90
g;com;NGC4817;;12:56:29.82;27:56:24.00;;15.77;0.69;0.60;120
g;vir;NGC4818;;12:56:48.90;-8:31:31.10;11.34;12.00;4.27;1.28;178
g;com;NGC4819;;12:56:27.86;26:59:14.40;13.19;14.12;1.00;0.78;150
g;vir;NGC4820;;12:57:00.56;-13:43:09.60;;14.86;1.19;0.42;106
g;com;NGC4821;;12:56:29.13;26:57:25.20;;15.02;0.59;0.34;8
g;vir;NGC4822;;12:57:03.74;-10:45:42.60;;14.36;1.38;0.97;93
g;vir;NGC4823;;12:57:25.64;-13:41:55.30;;15.97;0.81;0.22;178
g;vir;NGC4825;;12:57:12.24;-13:39:53.40;11.56;12.84;2.69;1.64;139
g;com;NGC4826|M64;Black Eye Galaxy (1 of 2);12:56:43.64;21:40:58.70;8.52;9.27;10.52;5.33;114
g;com;NGC4827;;12:56:43.53;27:10:43.10;12.90;13.89;1.22;0.97;34
g;com;NGC4828;;12:56:42.86;28:01:13.60;13.68;14.70;0.75;0.70;155
g;vir;NGC4829;;12:57:24.48;-13:44:15.00;;16.16;0.58;0.37;106
g;vir;NGC4830;;12:57:27.91;-19:41:28.60;12.09;13.09;2.31;1.49;164
g;hya;NGC4831;;12:57:36.69;-27:17:31.70;;13.47;1.57;0.87;177
g;cen;NGC4832;;12:57:47.53;-39:45:42.10;12.27;13.32;2.14;1.48;35
cl;mus;NGC4833;Southern Butterfly Cluster;12:59:34.94;-70:52:28.50;7.79;8.72;8.40;;
g;cvn;NGC4834;;12:56:25.28;52:17:45.10;;15.09;1.08;0.46;109
g;cen;NGC4835;;12:58:07.84;-46:15:51.20;11.81;12.32;3.30;0.68;150
g;cen;NGC4835A;;12:57:13.13;-46:22:28.90;;14.09;2.95;0.38;178
g;vir;NGC4836;;12:57:34.29;-12:44:38.80;;14.93;1.48;1.08;8
gpair;cvn;NGC4837;;12:56:49.10;48:17:55.00;;;1.30;;
g;cvn;NGC4837 NED01;;12:56:48.30;48:17:48.80;;14.55;1.32;0.54;64
g;cvn;NGC4837 NED02;;12:56:49.90;48:18:00.40;;14.40;0.33;0.28;
g;vir;NGC4838;;12:57:56.16;-13:03:36.30;;14.00;1.79;1.41;9
g;com;NGC4839;;12:57:24.36;27:29:52.10;12.11;13.07;2.70;1.24;65
g;com;NGC4840;;12:57:32.84;27:36:37.20;13.68;14.70;0.73;0.70;125
gpair;com;NGC4841;;12:57:32.90;28:28:46.00;;;2.00;;
g;com;NGC4841A;;12:57:31.95;28:28:37.00;;13.76;1.45;1.38;60
g;com;NGC4841B;;12:57:33.89;28:28:56.10;;13.69;1.00;0.79;169
gpair;com;NGC4842;;12:57:35.90;27:29:21.00;;;1.00;;
g;com;NGC4842A;;12:57:35.84;27:29:35.70;;15.22;0.58;0.57;70
g;com;NGC4842B;;12:57:36.14;27:29:05.30;;16.11;0.42;0.29;49
g;vir;NGC4843;;12:58:00.82;-3:37:16.10;;14.20;1.98;0.44;91
g;vir;NGC4845|NGC4910;;12:58:01.19;01:34:33.00;10.97;11.90;5.50;1.20;82
g;cvn;NGC4846;;12:57:47.69;36:22:14.60;;14.54;1.21;0.50;62
g;vir;NGC4847;;12:58:28.95;-13:08:27.30;;15.33;0.83;0.63;155
g;com;NGC4848;;12:58:05.64;28:14:33.90;13.68;14.35;1.27;0.42;157
g;com;NGC4849|IC3935;;12:58:12.68;26:23:48.80;;14.27;1.40;0.99;176
g;com;NGC4850;;12:58:21.84;27:58:03.80;14.23;15.26;0.66;0.64;130
g;com;NGC4851;;12:58:21.71;28:08:55.50;14.94;15.62;0.40;0.33;94
cl;cen;NGC4852;;13:00:04.39;-59:36:34.00;8.90;;5.40;;
g;com;NGC4853;;12:58:35.19;27:35:46.80;13.66;14.37;0.68;0.57;76
g;com;NGC4854;;12:58:47.40;27:40:29.10;13.95;14.94;0.95;0.67;44
g;vir;NGC4855;;12:59:18.45;-13:13:51.70;;14.32;1.68;1.24;170
g;vir;NGC4856;;12:59:21.27;-15:02:31.80;10.62;11.44;4.25;1.57;38
g;dra;NGC4857;;12:57:18.34;70:12:12.40;;14.64;1.15;0.66;118
g;com;NGC4858;;12:59:02.04;28:06:56.70;15.22;15.67;0.51;0.42;28
g;com;NGC4859;;12:59:01.83;26:48:56.40;13.59;14.61;1.51;0.65;93
g;com;NGC4860;;12:59:03.90;28:07:25.30;13.43;14.49;1.07;0.94;121
g;cvn;NGC4861|IC3961;;12:59:02.34;34:51:34.00;12.32;12.86;3.81;1.45;18
g;vir;NGC4862|IC3999;;12:59:30.82;-14:07:56.40;;15.31;1.09;0.89;147
g;vir;NGC4863;;12:59:42.46;-14:01:46.70;;14.90;1.90;0.40;23
g;com;NGC4864;;12:59:13.11;27:58:37.20;13.50;14.52;0.77;0.47;90
g;com;NGC4865;;12:59:19.87;28:05:03.50;13.44;14.40;0.88;0.42;113
g;vir;NGC4866;;12:59:27.14;14:10:15.80;11.08;12.00;5.77;0.98;88
g;com;NGC4867;;12:59:15.25;27:58:14.60;14.41;15.39;0.65;0.50;13
g;cvn;NGC4868;;12:59:08.90;37:18:37.20;;12.95;1.43;1.30;155
g;com;NGC4869;;12:59:23.36;27:54:41.70;13.36;14.37;0.77;0.73;0
g;cvn;NGC4870;;12:59:17.77;37:02:54.10;;15.54;0.91;0.31;2
g;com;NGC4871;;12:59:29.96;27:57:23.20;14.22;15.26;0.77;0.57;160
g;com;NGC4872;;12:59:34.04;27:56:49.00;13.59;14.55;0.67;0.41;124
g;com;NGC4873;;12:59:32.79;27:59:01.00;14.16;15.12;0.81;0.52;103
g;com;NGC4874;;12:59:35.71;27:57:33.40;11.83;12.78;2.29;1.98;49
g;com;NGC4875;;12:59:37.91;27:54:26.40;14.65;15.68;0.48;0.36;117
g;com;NGC4876;;12:59:44.41;27:54:44.90;14.38;15.38;0.56;0.42;26
g;vir;NGC4877;;13:00:26.34;-15:17:00.40;;13.08;2.36;0.94;8
g;vir;NGC4878;;13:00:20.17;-6:06:13.80;;13.96;1.53;1.43;70
g;vir;NGC4880;;13:00:10.57;12:28:59.90;;12.66;2.63;1.97;164
g;com;NGC4881;;12:59:57.60;28:14:50.60;13.48;14.50;0.98;0.91;15
g;com;NGC4883;;12:59:56.01;28:02:05.00;14.31;15.37;0.77;0.61;83
g;vir;NGC4885;;13:00:33.87;-6:51:11.10;;14.92;0.85;0.66;100
g;com;NGC4886|NGC4882;;13:00:04.44;27:59:15.30;13.84;14.78;0.80;0.70;112
g;vir;NGC4887;;13:00:39.26;-14:39:58.50;;14.14;1.14;0.59;155
g;vir;NGC4888;;13:00:36.26;-6:04:30.70;;14.32;1.55;0.79;107
g;com;NGC4889|NGC4884;;13:00:08.13;27:58:37.20;11.45;12.49;2.59;1.68;80
g;vir;NGC4890;;13:00:39.12;-4:36:15.60;;13.84;0.96;0.79;93
g;com;NGC4892;;13:00:03.53;26:53:53.20;;14.53;1.40;0.26;12
g;cvn;NGC4893|IC4015;;12:59:59.61;37:11:36.20;;15.47;1.10;0.70;3
g;cvn;NGC4893A|IC4016;;12:59:59.84;37:11:17.30;;15.95;0.56;0.39;177
g;com;NGC4894;;13:00:16.52;27:58:03.10;15.18;16.05;0.60;0.28;36
g;com;NGC4895;;13:00:17.93;28:12:08.30;13.20;14.22;1.66;0.56;152
g;com;NGC4895A;;13:00:09.12;28:10:13.40;14.94;15.96;0.59;0.32;99
g;com;NGC4896;;13:00:30.78;28:20:46.40;13.90;14.90;0.85;0.48;5
g;vir;NGC4897;;13:00:52.95;-13:26:59.30;12.54;13.25;2.65;2.12;153
gpair;com;NGC4898;;13:00:18.00;27:57:26.00;;;0.80;;
g;com;NGC4898A|NGC4898W;;13:00:17.67;27:57:19.40;14.59;15.55;0.68;0.31;96
g;com;NGC4898B|NGC4898E;;13:00:18.09;27:57:23.60;14.33;15.71;0.61;0.47;155
g;vir;NGC4899;;13:00:56.63;-13:56:39.20;12.33;12.69;2.02;1.17;15
g;vir;NGC4900;;13:00:39.11;02:30:05.20;11.36;11.89;2.13;2.02;150
g;cvn;NGC4901;;12:59:56.41;47:12:20.00;;15.22;1.15;1.10;155
g;vir;NGC4902;;13:00:59.73;-14:30:49.10;11.26;11.80;2.63;2.37;78
g;cen;NGC4903;;13:01:22.77;-30:56:05.90;12.50;13.73;1.72;1.41;90
g;vir;NGC4904;;13:00:58.66;00:01:39.40;11.96;12.59;1.99;1.24;7
g;cen;NGC4905;;13:01:30.68;-30:52:05.80;;14.29;1.55;0.50;174
g;com;NGC4906;;13:00:39.77;27:55:26.00;14.10;15.09;0.70;0.64;0
g;com;NGC4907;;13:00:48.80;28:09:30.00;13.66;14.52;1.00;0.90;32
